location,context,source,target
digcomp.statement.5.2.intermediate.04,digcomp.statement.5.2.intermediate.04,Acknowledge the benefits of exploring adaptations to digital environment configurations and features of digital assistance tools.,
digcomp.statement.5.2.intermediate.04.ai_label,digcomp.statement.5.2.intermediate.04.ai_label,AI-Implicit,
digcomp.statement.5.2.intermediate.05,digcomp.statement.5.2.intermediate.05,"Make informed use of digital assistance tools to support one's own and others' needs, with awareness of their benefits and limitations.",
digcomp.statement.5.2.intermediate.05.ai_label,digcomp.statement.5.2.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.5.2.intermediate.06,digcomp.statement.5.2.intermediate.06,Adjust features of one's digital environment to suit one's own and others' needs and preferences.,
digcomp.statement.5.2.intermediate.06.ai_label,digcomp.statement.5.2.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.5.2.advanced.07,digcomp.statement.5.2.advanced.07,"Prioritise an ongoing assessment of how digital environmental configurations, digital assistance tools and/or assistive technologies can meet the needs of oneself and others.",
digcomp.statement.5.2.advanced.07.ai_label,digcomp.statement.5.2.advanced.07.ai_label,AI-Implicit,
digcomp.statement.5.2.advanced.08,digcomp.statement.5.2.advanced.08,"Adjust features of digital environments, and use digital assistance tools and assistive technologies, to suit one's own and others’ needs and preferences.",
digcomp.statement.5.2.advanced.08.ai_label,digcomp.statement.5.2.advanced.08.ai_label,AI-Implicit,
digcomp.statement.5.2.advanced.09,digcomp.statement.5.2.advanced.09,"Assess the accessibility, inclusivity, fairness and/or rights-sensitivity of digital technologies in a given context.",
digcomp.statement.5.2.advanced.09.ai_label,digcomp.statement.5.2.advanced.09.ai_label,AI-Implicit,
digcomp.statement.5.2.advanced.10,digcomp.statement.5.2.advanced.10,Support others to make informed use of digital assistance tools and adjustments to digital environment configurations.,
digcomp.statement.5.2.advanced.10.ai_label,digcomp.statement.5.2.advanced.10.ai_label,AI-Implicit,
digcomp.statement.5.2.highly_advanced.11,digcomp.statement.5.2.highly_advanced.11,Promote and support inclusive and accessible digital technologies.,
digcomp.statement.5.2.highly_advanced.11.ai_label,digcomp.statement.5.2.highly_advanced.11.ai_label,AI-Implicit,
digcomp.statement.5.2.highly_advanced.12,digcomp.statement.5.2.highly_advanced.12,Assess complex needs of individuals to identify and/or design tailored digital solutions.,
digcomp.statement.5.2.highly_advanced.12.ai_label,digcomp.statement.5.2.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.5.2.highly_advanced.13,digcomp.statement.5.2.highly_advanced.13,"Contribute to improvements in or solutions for digital assistance tools, accessible digital environment configurations, and/or assistive technologies.",
digcomp.statement.5.2.highly_advanced.13.ai_label,digcomp.statement.5.2.highly_advanced.13.ai_label,AI-Implicit,
digcomp.statement.5.3.basic.01,digcomp.statement.5.3.basic.01,"Recognise that digital technologies can support, but not replace, human creativity.",
digcomp.statement.5.3.basic.01.ai_label,digcomp.statement.5.3.basic.01.ai_label,AI-Implicit,
digcomp.statement.5.3.basic.02,digcomp.statement.5.3.basic.02,"Identify examples of how digital technologies are used to solve real-world problems and to make improvements to or create new solutions, products or services.",
digcomp.statement.5.3.basic.02.ai_label,digcomp.statement.5.3.basic.02.ai_label,AI-Implicit,
digcomp.statement.5.3.basic.03,digcomp.statement.5.3.basic.03,Identify examples of where digital technologies can support or augment human creativity.,
digcomp.statement.5.3.basic.03.ai_label,digcomp.statement.5.3.basic.03.ai_label,AI-Implicit,
digcomp.statement.5.3.intermediate.04,digcomp.statement.5.3.intermediate.04,Define the concept of human-centric and its role in digital technologies development and usage.,
digcomp.statement.5.3.intermediate.04.ai_label,digcomp.statement.5.3.intermediate.04.ai_label,AI-Implicit,
digcomp.statement.5.3.intermediate.05,digcomp.statement.5.3.intermediate.05,"Describe strengths, weaknesses and ethical considerations of digital technologies including AI systems in relation to human creativity and problem-solving.",
digcomp.statement.5.3.intermediate.05.ai_label,digcomp.statement.5.3.intermediate.05.ai_label,AI-Explicit,
digcomp.statement.5.3.intermediate.06,digcomp.statement.5.3.intermediate.06,Use a variety of digital technologies responsibly and ethically to support problem-solving as an individual or in a group.,
digcomp.statement.5.3.intermediate.06.ai_label,digcomp.statement.5.3.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.5.3.advanced.07,digcomp.statement.5.3.advanced.07,"Use a variety of digital technologies efficiently, responsibly and ethically, prioritising human-centric approaches, to help solve complex problems.",
digcomp.statement.5.3.advanced.07.ai_label,digcomp.statement.5.3.advanced.07.ai_label,AI-Implicit,
digcomp.statement.5.3.advanced.08,digcomp.statement.5.3.advanced.08,Support others to develop their confidence and capabilities in using digital technologies to help solve real-world problems.,
digcomp.statement.5.3.advanced.08.ai_label,digcomp.statement.5.3.advanced.08.ai_label,AI-Implicit,
digcomp.statement.5.3.advanced.09,digcomp.statement.5.3.advanced.09,Contribute to the (co-) creation or (co-) construction of complex knowledge about or solutions to real-world problems in digital environments.,
digcomp.statement.5.3.advanced.09.ai_label,digcomp.statement.5.3.advanced.09.ai_label,AI-Implicit,
digcomp.statement.5.3.highly_advanced.10,digcomp.statement.5.3.highly_advanced.10,Lead or contribute to initiatives focused on the application of digital technologies for highly complex or specialised problem-solving.,
digcomp.statement.5.3.highly_advanced.10.ai_label,digcomp.statement.5.3.highly_advanced.10.ai_label,AI-Implicit,
digcomp.statement.5.3.highly_advanced.11,digcomp.statement.5.3.highly_advanced.11,Lead or contribute to initiatives that use digital technologies to help make improvements to or find new solutions for real-world problems.,
digcomp.statement.5.3.highly_advanced.11.ai_label,digcomp.statement.5.3.highly_advanced.11.ai_label,AI-Implicit,
digcomp.statement.5.3.highly_advanced.12,digcomp.statement.5.3.highly_advanced.12,Support others to develop their capabilities to use digital technologies for complex or specialised problem-solving tasks.,
digcomp.statement.5.3.highly_advanced.12.ai_label,digcomp.statement.5.3.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.5.4.basic.01,digcomp.statement.5.4.basic.01,"Acknowledge the value of developing one's digital competence, and the benefits of seeking support in addressing digital competence needs.",
digcomp.statement.5.4.basic.01.ai_label,digcomp.statement.5.4.basic.01.ai_label,AI-Implicit,
digcomp.statement.5.4.basic.02,digcomp.statement.5.4.basic.02,"Recognise that digital competence is much broader than technical skills, and requires regular updating for daily life, working and learning.",
digcomp.statement.5.4.basic.02.ai_label,digcomp.statement.5.4.basic.02.ai_label,AI-Implicit,
digcomp.statement.5.4.basic.03,digcomp.statement.5.4.basic.03,Identify opportunities to improve one’s digital competences.,
digcomp.statement.5.4.basic.03.ai_label,digcomp.statement.5.4.basic.03.ai_label,AI-Implicit,
digcomp.statement.5.4.intermediate.04,digcomp.statement.5.4.intermediate.04,Acknowledge the benefits of staying informed about developments in digital technologies to help identify learning needs.,
digcomp.statement.5.4.intermediate.04.ai_label,digcomp.statement.5.4.intermediate.04.ai_label,AI-Implicit,
digcomp.statement.5.4.intermediate.05,digcomp.statement.5.4.intermediate.05,Accurately assess one's own digital competences and digital competence needs.,
digcomp.statement.5.4.intermediate.05.ai_label,digcomp.statement.5.4.intermediate.05.ai_label,AI-Implicit,
digcomp.statement.5.4.intermediate.06,digcomp.statement.5.4.intermediate.06,Participate actively in learning to meet one's digital competence needs.,
digcomp.statement.5.4.intermediate.06.ai_label,digcomp.statement.5.4.intermediate.06.ai_label,AI-Implicit,
digcomp.statement.5.4.advanced.07,digcomp.statement.5.4.advanced.07,Continually assess digital technological developments and their implications for one’s own and others’ digital competence needs.,
digcomp.statement.5.4.advanced.07.ai_label,digcomp.statement.5.4.advanced.07.ai_label,AI-Implicit,
digcomp.statement.5.4.advanced.08,digcomp.statement.5.4.advanced.08,Engage in ongoing self-development to meet digital competence needs.,
digcomp.statement.5.4.advanced.08.ai_label,digcomp.statement.5.4.advanced.08.ai_label,AI-Implicit,
digcomp.statement.5.4.advanced.09,digcomp.statement.5.4.advanced.09,"Support others to develop confidence, autonomy and problem-solving capabilities in digital environments.",
digcomp.statement.5.4.advanced.09.ai_label,digcomp.statement.5.4.advanced.09.ai_label,AI-Implicit,
digcomp.statement.5.4.advanced.10,digcomp.statement.5.4.advanced.10,Compile available digital competence learning opportunities for a particular purpose.,
digcomp.statement.5.4.advanced.10.ai_label,digcomp.statement.5.4.advanced.10.ai_label,AI-Implicit,
digcomp.statement.5.4.highly_advanced.11,digcomp.statement.5.4.highly_advanced.11,Engage in ongoing self-development to meet complex or specialised digital competence needs.,
digcomp.statement.5.4.highly_advanced.11.ai_label,digcomp.statement.5.4.highly_advanced.11.ai_label,AI-Implicit,
digcomp.statement.5.4.highly_advanced.12,digcomp.statement.5.4.highly_advanced.12,Mentor others in identifying and addressing their digital competence needs.,
digcomp.statement.5.4.highly_advanced.12.ai_label,digcomp.statement.5.4.highly_advanced.12.ai_label,AI-Implicit,
digcomp.statement.5.4.highly_advanced.13,digcomp.statement.5.4.highly_advanced.13,Design learning material to help others to meet complex or specialised digital competence needs.,
digcomp.statement.5.4.highly_advanced.13.ai_label,digcomp.statement.5.4.highly_advanced.13.ai_label,AI-Implicit,
