location,context,source,target
digcomp.outcome.3.3.intermediate.k.13,digcomp.outcome.3.3.intermediate.k.13,Identify examples of piracy and plagiarism in digital contexts.,
digcomp.outcome.3.3.intermediate.k.13.ai_label,digcomp.outcome.3.3.intermediate.k.13.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.14,digcomp.outcome.3.3.intermediate.k.14,Identify examples of where copyright applies and does not apply in digital contexts.,
digcomp.outcome.3.3.intermediate.k.14.ai_label,digcomp.outcome.3.3.intermediate.k.14.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.15,digcomp.outcome.3.3.intermediate.k.15,"Describe legal, ethical and commercial consequences of intellectual property violations in digital contexts, including piracy and plagiarism.",
digcomp.outcome.3.3.intermediate.k.15.ai_label,digcomp.outcome.3.3.intermediate.k.15.ai_label,AI-Implicit,
digcomp.outcome.3.3.intermediate.k.16,digcomp.outcome.3.3.intermediate.k.16,Identify examples of legal and ethical challenges relating to copyright in the training of AI models.,
digcomp.outcome.3.3.intermediate.k.16.ai_label,digcomp.outcome.3.3.intermediate.k.16.ai_label,AI-Explicit,
digcomp.outcome.3.3.intermediate.s.17,digcomp.outcome.3.3.intermediate.s.17,Apply legal and ethical guidelines appropriately when using and sharing digital content.,
digcomp.outcome.3.3.intermediate.s.17.ai_label,digcomp.outcome.3.3.intermediate.s.17.ai_label,AI-Implicit,
digcomp.outcome.3.3.advanced.a.18,digcomp.outcome.3.3.advanced.a.18,"Prioritise a consideration of ethical and legal aspects, such as transparency and copyright, when using and sharing digital content.",
digcomp.outcome.3.3.advanced.a.18.ai_label,digcomp.outcome.3.3.advanced.a.18.ai_label,AI-Implicit,
digcomp.outcome.3.3.advanced.k.19,digcomp.outcome.3.3.advanced.k.19,Describe key features of current legislation in relation to digital copyright and licences.,
digcomp.outcome.3.3.advanced.k.19.ai_label,digcomp.outcome.3.3.advanced.k.19.ai_label,AI-Implicit,
digcomp.outcome.3.3.advanced.k.20,digcomp.outcome.3.3.advanced.k.20,Describe examples of where copyright applies and does not apply in digital contexts.,
digcomp.outcome.3.3.advanced.k.20.ai_label,digcomp.outcome.3.3.advanced.k.20.ai_label,AI-Implicit,
digcomp.outcome.3.3.advanced.k.21,digcomp.outcome.3.3.advanced.k.21,Identify differences in how ethical and copyright issues apply to training data for AI systems and AI-generated content (output).,
digcomp.outcome.3.3.advanced.k.21.ai_label,digcomp.outcome.3.3.advanced.k.21.ai_label,AI-Explicit,
digcomp.outcome.3.3.advanced.s.22,digcomp.outcome.3.3.advanced.s.22,"Assess and correctly apply legal and ethical guidelines for using and sharing of digital content in complex contexts, including different software licensing models and the renewal requirements of licences.",
digcomp.outcome.3.3.advanced.s.22.ai_label,digcomp.outcome.3.3.advanced.s.22.ai_label,AI-Implicit,
digcomp.outcome.3.3.advanced.s.23,digcomp.outcome.3.3.advanced.s.23,Assist others to use and share digital content in compliance with legal and ethical guidelines.,
digcomp.outcome.3.3.advanced.s.23.ai_label,digcomp.outcome.3.3.advanced.s.23.ai_label,AI-Implicit,
digcomp.outcome.3.3.highly_advanced.a.24,digcomp.outcome.3.3.highly_advanced.a.24,Stay informed about developments in copyright and licensing regulations in digital contexts.,
digcomp.outcome.3.3.highly_advanced.a.24.ai_label,digcomp.outcome.3.3.highly_advanced.a.24.ai_label,AI-Implicit,
digcomp.outcome.3.3.highly_advanced.a.25,digcomp.outcome.3.3.highly_advanced.a.25,Promote and support awareness and understanding of legal and ethical copyright and licensing practices in digital contexts.,
digcomp.outcome.3.3.highly_advanced.a.25.ai_label,digcomp.outcome.3.3.highly_advanced.a.25.ai_label,AI-Implicit,
digcomp.outcome.3.3.highly_advanced.s.26,digcomp.outcome.3.3.highly_advanced.s.26,"Apply advanced knowledge of intellectual property rights, copyright and licensing concepts in digital contexts to inform decision-making.",
digcomp.outcome.3.3.highly_advanced.s.26.ai_label,digcomp.outcome.3.3.highly_advanced.s.26.ai_label,AI-Implicit,
digcomp.outcome.3.3.highly_advanced.s.27,digcomp.outcome.3.3.highly_advanced.s.27,Lead or contribute to policies or guidelines on copyright and licensing in digital contexts.,
digcomp.outcome.3.3.highly_advanced.s.27.ai_label,digcomp.outcome.3.3.highly_advanced.s.27.ai_label,AI-Implicit,
digcomp.outcome.3.4.basic.a.01,digcomp.outcome.3.4.basic.a.01,Acknowledge the essential role of humans in determining how computer programs and AI systems are used.,
digcomp.outcome.3.4.basic.a.01.ai_label,digcomp.outcome.3.4.basic.a.01.ai_label,AI-Explicit,
digcomp.outcome.3.4.basic.k.02,digcomp.outcome.3.4.basic.k.02,Identify common uses of computer programs and applications.,
digcomp.outcome.3.4.basic.k.02.ai_label,digcomp.outcome.3.4.basic.k.02.ai_label,AI-Implicit,
digcomp.outcome.3.4.basic.k.03,digcomp.outcome.3.4.basic.k.03,Recognise computational thinking as a human activity which involves the identification of steps that can be performed by a computer to solve a problem or task.,
digcomp.outcome.3.4.basic.k.03.ai_label,digcomp.outcome.3.4.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.basic.k.04,digcomp.outcome.3.4.basic.k.04,Recognise what AI is in general terms.,
digcomp.outcome.3.4.basic.k.04.ai_label,digcomp.outcome.3.4.basic.k.04.ai_label,AI-Explicit,
digcomp.outcome.3.4.basic.k.05,digcomp.outcome.3.4.basic.k.05,"Identify, in a general way, what is and what is not an AI system.",
digcomp.outcome.3.4.basic.k.05.ai_label,digcomp.outcome.3.4.basic.k.05.ai_label,AI-Explicit,
digcomp.outcome.3.4.basic.k.06,digcomp.outcome.3.4.basic.k.06,Identify common examples of applications of AI systems.,
digcomp.outcome.3.4.basic.k.06.ai_label,digcomp.outcome.3.4.basic.k.06.ai_label,AI-Explicit,
digcomp.outcome.3.4.basic.s.07,digcomp.outcome.3.4.basic.s.07,Give basic instructions to a computer to perform simple tasks.,
digcomp.outcome.3.4.basic.s.07.ai_label,digcomp.outcome.3.4.basic.s.07.ai_label,AI-Implicit,
digcomp.outcome.3.4.basic.s.08,digcomp.outcome.3.4.basic.s.08,"Represent simple sequences symbolically, and interpret simple symbolic sequences.",
digcomp.outcome.3.4.basic.s.08.ai_label,digcomp.outcome.3.4.basic.s.08.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.a.09,digcomp.outcome.3.4.intermediate.a.09,"Acknowledge the relevance of computational thinking, algorithmic representation and programming in everyday contexts.",
digcomp.outcome.3.4.intermediate.a.09.ai_label,digcomp.outcome.3.4.intermediate.a.09.ai_label,AI-Implicit,
digcomp.outcome.3.4.intermediate.a.10,digcomp.outcome.3.4.intermediate.a.10,Acknowledge the importance of ethics and accessibility in programming contexts.,
digcomp.outcome.3.4.intermediate.a.10.ai_label,digcomp.outcome.3.4.intermediate.a.10.ai_label,AI-Implicit,
digcomp.outcome.3.4.intermediate.k.11,digcomp.outcome.3.4.intermediate.k.11,Distinguish between a computational model of reality and reality itself.,
digcomp.outcome.3.4.intermediate.k.11.ai_label,digcomp.outcome.3.4.intermediate.k.11.ai_label,AI-Implicit,
digcomp.outcome.3.4.intermediate.k.12,digcomp.outcome.3.4.intermediate.k.12,"Recognise, with examples from computational thinking or programming, the concept of algorithm.",
digcomp.outcome.3.4.intermediate.k.12.ai_label,digcomp.outcome.3.4.intermediate.k.12.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.13,digcomp.outcome.3.4.intermediate.k.13,Define differences between a computable problem and a non-computable problem.,
digcomp.outcome.3.4.intermediate.k.13.ai_label,digcomp.outcome.3.4.intermediate.k.13.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.14,digcomp.outcome.3.4.intermediate.k.14,Define general steps in computational thinking.,
digcomp.outcome.3.4.intermediate.k.14.ai_label,digcomp.outcome.3.4.intermediate.k.14.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.15,digcomp.outcome.3.4.intermediate.k.15,"Recognise that there are a variety of programming languages, each with a range of potential uses.",
digcomp.outcome.3.4.intermediate.k.15.ai_label,digcomp.outcome.3.4.intermediate.k.15.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.16,digcomp.outcome.3.4.intermediate.k.16,Define foundational programming concepts and general steps in programming.,
digcomp.outcome.3.4.intermediate.k.16.ai_label,digcomp.outcome.3.4.intermediate.k.16.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.17,digcomp.outcome.3.4.intermediate.k.17,Recognise the role of programming in robotics.,
digcomp.outcome.3.4.intermediate.k.17.ai_label,digcomp.outcome.3.4.intermediate.k.17.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.intermediate.k.18,digcomp.outcome.3.4.intermediate.k.18,Recognise that machine learning is a branch of AI that enables algorithms to learn from data and make predictions.,
digcomp.outcome.3.4.intermediate.k.18.ai_label,digcomp.outcome.3.4.intermediate.k.18.ai_label,AI-Explicit,
digcomp.outcome.3.4.intermediate.k.19,digcomp.outcome.3.4.intermediate.k.19,"Recognise that there are steps that should be followed to develop, validate and deploy a computer program or an AI system.",
digcomp.outcome.3.4.intermediate.k.19.ai_label,digcomp.outcome.3.4.intermediate.k.19.ai_label,AI-Explicit,
digcomp.outcome.3.4.intermediate.k.20,digcomp.outcome.3.4.intermediate.k.20,Describe examples of machine learning applications.,
digcomp.outcome.3.4.intermediate.k.20.ai_label,digcomp.outcome.3.4.intermediate.k.20.ai_label,AI-Explicit,
digcomp.outcome.3.4.intermediate.k.21,digcomp.outcome.3.4.intermediate.k.21,Describe examples of AI system applications from a range of sectors of society.,
digcomp.outcome.3.4.intermediate.k.21.ai_label,digcomp.outcome.3.4.intermediate.k.21.ai_label,AI-Explicit,
digcomp.outcome.3.4.intermediate.s.22,digcomp.outcome.3.4.intermediate.s.22,Translate basic information into logical operations.,
digcomp.outcome.3.4.intermediate.s.22.ai_label,digcomp.outcome.3.4.intermediate.s.22.ai_label,AI-Implicit,
digcomp.outcome.3.4.intermediate.s.23,digcomp.outcome.3.4.intermediate.s.23,Develop basic programs with control structures.,
digcomp.outcome.3.4.intermediate.s.23.ai_label,digcomp.outcome.3.4.intermediate.s.23.ai_label,AI-Implicit,
digcomp.outcome.3.4.intermediate.s.24,digcomp.outcome.3.4.intermediate.s.24,Create visual representations such as flow diagrams to illustrate basic algorithms.,
digcomp.outcome.3.4.intermediate.s.24.ai_label,digcomp.outcome.3.4.intermediate.s.24.ai_label,AI-Implicit,
digcomp.outcome.3.4.advanced.a.25,digcomp.outcome.3.4.advanced.a.25,Acknowledge the importance of human oversight and human-centric approaches in the development and deployment of computer programs and AI systems.,
digcomp.outcome.3.4.advanced.a.25.ai_label,digcomp.outcome.3.4.advanced.a.25.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.k.26,digcomp.outcome.3.4.advanced.k.26,Define the concepts and role of human-centric approaches and human oversight in the context of programming and AI systems.,
digcomp.outcome.3.4.advanced.k.26.ai_label,digcomp.outcome.3.4.advanced.k.26.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.k.27,digcomp.outcome.3.4.advanced.k.27,"Describe the main steps in developing, validating and deploying a computer program or an AI system.",
digcomp.outcome.3.4.advanced.k.27.ai_label,digcomp.outcome.3.4.advanced.k.27.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.k.28,digcomp.outcome.3.4.advanced.k.28,Distinguish between main types of machine learning.,
digcomp.outcome.3.4.advanced.k.28.ai_label,digcomp.outcome.3.4.advanced.k.28.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.k.29,digcomp.outcome.3.4.advanced.k.29,Identify the main features and purposes of commonly-used machine learning algorithms.,
digcomp.outcome.3.4.advanced.k.29.ai_label,digcomp.outcome.3.4.advanced.k.29.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.k.30,digcomp.outcome.3.4.advanced.k.30,Describe the role of user experience (UX) and customer experience (CX) in programming.,
digcomp.outcome.3.4.advanced.k.30.ai_label,digcomp.outcome.3.4.advanced.k.30.ai_label,AI not Implicit or Explicit,
digcomp.outcome.3.4.advanced.k.31,digcomp.outcome.3.4.advanced.k.31,Describe examples of the application of computational thinking and programming in robotics.,
digcomp.outcome.3.4.advanced.k.31.ai_label,digcomp.outcome.3.4.advanced.k.31.ai_label,AI-Implicit,
digcomp.outcome.3.4.advanced.k.32,digcomp.outcome.3.4.advanced.k.32,Identify routine tasks which could be (partially or fully) automated through programming tools or AI systems.,
digcomp.outcome.3.4.advanced.k.32.ai_label,digcomp.outcome.3.4.advanced.k.32.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.s.33,digcomp.outcome.3.4.advanced.s.33,Assess ethical and practical aspects of the development and deployment of computer programs and AI systems.,
digcomp.outcome.3.4.advanced.s.33.ai_label,digcomp.outcome.3.4.advanced.s.33.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.s.34,digcomp.outcome.3.4.advanced.s.34,"Apply computational thinking, knowledge of programming and/or AI systems to (partially or fully) automate routine tasks.",
digcomp.outcome.3.4.advanced.s.34.ai_label,digcomp.outcome.3.4.advanced.s.34.ai_label,AI-Explicit,
digcomp.outcome.3.4.advanced.s.35,digcomp.outcome.3.4.advanced.s.35,Apply programming tools or AI systems to complex computational thinking tasks.,
digcomp.outcome.3.4.advanced.s.35.ai_label,digcomp.outcome.3.4.advanced.s.35.ai_label,AI-Explicit,
digcomp.outcome.3.4.highly_advanced.a.36,digcomp.outcome.3.4.highly_advanced.a.36,Promote and support ethical programming and/or AI systems development practices.,
digcomp.outcome.3.4.highly_advanced.a.36.ai_label,digcomp.outcome.3.4.highly_advanced.a.36.ai_label,AI-Explicit,
digcomp.outcome.3.4.highly_advanced.a.37,digcomp.outcome.3.4.highly_advanced.a.37,"Stay informed about current developments in programming techniques and related applications of AI systems, such as robotics.",
digcomp.outcome.3.4.highly_advanced.a.37.ai_label,digcomp.outcome.3.4.highly_advanced.a.37.ai_label,AI-Explicit,
digcomp.outcome.3.4.highly_advanced.s.38,digcomp.outcome.3.4.highly_advanced.s.38,"Lead or contribute to complex projects focused on applications of computational thinking, programming or AI systems, including developing, validating and deploying computer programs or AI systems.",
digcomp.outcome.3.4.highly_advanced.s.38.ai_label,digcomp.outcome.3.4.highly_advanced.s.38.ai_label,AI-Explicit,
digcomp.outcome.3.4.highly_advanced.s.39,digcomp.outcome.3.4.highly_advanced.s.39,Assist others to develop basic programming capabilities and/or or capabilities in the application of AI systems to computational thinking tasks.,
digcomp.outcome.3.4.highly_advanced.s.39.ai_label,digcomp.outcome.3.4.highly_advanced.s.39.ai_label,AI-Explicit,
digcomp.outcome.4.1.basic.a.01,digcomp.outcome.4.1.basic.a.01,Acknowledge the importance of one's individual role in protecting digital devices and their contents.,
digcomp.outcome.4.1.basic.a.01.ai_label,digcomp.outcome.4.1.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.basic.k.02,digcomp.outcome.4.1.basic.k.02,"Recognise the concepts of cybersecurity, cyber threat and cyberattack.",
digcomp.outcome.4.1.basic.k.02.ai_label,digcomp.outcome.4.1.basic.k.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.basic.k.03,digcomp.outcome.4.1.basic.k.03,Recognise that individuals' actions and cybersecurity tools work together to help keep devices and their contents secure.,
digcomp.outcome.4.1.basic.k.03.ai_label,digcomp.outcome.4.1.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.basic.k.04,digcomp.outcome.4.1.basic.k.04,Recognise that there is cybersecurity legislation that helps to ensure the security of products and services.,
digcomp.outcome.4.1.basic.k.04.ai_label,digcomp.outcome.4.1.basic.k.04.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.basic.k.05,digcomp.outcome.4.1.basic.k.05,"Identify basic device protection measures and practices, such as antivirus software, screen locking, strong passwords, and multi-factor authentication.",
digcomp.outcome.4.1.basic.k.05.ai_label,digcomp.outcome.4.1.basic.k.05.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.basic.s.06,digcomp.outcome.4.1.basic.s.06,"Apply basic device protection measures and practices, such as antivirus software, screen locking, strong passwords, and multi-factor authentication.",
digcomp.outcome.4.1.basic.s.06.ai_label,digcomp.outcome.4.1.basic.s.06.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.intermediate.a.07,digcomp.outcome.4.1.intermediate.a.07,Acknowledge the importance of remaining vigilant to and up-to-date with cybersecurity practices.,
digcomp.outcome.4.1.intermediate.a.07.ai_label,digcomp.outcome.4.1.intermediate.a.07.ai_label,AI-Implicit,
digcomp.outcome.4.1.intermediate.k.08,digcomp.outcome.4.1.intermediate.k.08,Describe main features of malware.,
digcomp.outcome.4.1.intermediate.k.08.ai_label,digcomp.outcome.4.1.intermediate.k.08.ai_label,AI-Implicit,
digcomp.outcome.4.1.intermediate.k.09,digcomp.outcome.4.1.intermediate.k.09,Recognise that AI systems can be used for both cyberattacks and cybersecurity.,
digcomp.outcome.4.1.intermediate.k.09.ai_label,digcomp.outcome.4.1.intermediate.k.09.ai_label,AI-Explicit,
digcomp.outcome.4.1.intermediate.s.10,digcomp.outcome.4.1.intermediate.s.10,Apply a variety of malware prevention techniques and practices to protect devices and their contents.,
digcomp.outcome.4.1.intermediate.s.10.ai_label,digcomp.outcome.4.1.intermediate.s.10.ai_label,AI-Implicit,
digcomp.outcome.4.1.advanced.a.11,digcomp.outcome.4.1.advanced.a.11,Prioritise regular checking and updating of cybersecurity measures that are in place on one's devices.,
digcomp.outcome.4.1.advanced.a.11.ai_label,digcomp.outcome.4.1.advanced.a.11.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.advanced.k.12,digcomp.outcome.4.1.advanced.k.12,Describe key rights of individuals under current cybersecurity legislation.,
digcomp.outcome.4.1.advanced.k.12.ai_label,digcomp.outcome.4.1.advanced.k.12.ai_label,AI-Implicit,
digcomp.outcome.4.1.advanced.k.13,digcomp.outcome.4.1.advanced.k.13,Identify examples of how recent and emerging technologies such as AI systems are used in cyberattacks and cybersecurity.,
digcomp.outcome.4.1.advanced.k.13.ai_label,digcomp.outcome.4.1.advanced.k.13.ai_label,AI-Explicit,
digcomp.outcome.4.1.advanced.s.14,digcomp.outcome.4.1.advanced.s.14,Update cybersecurity measures to protect devices and their contents in response to evolving digital threats.,
digcomp.outcome.4.1.advanced.s.14.ai_label,digcomp.outcome.4.1.advanced.s.14.ai_label,AI-Implicit,
digcomp.outcome.4.1.advanced.s.15,digcomp.outcome.4.1.advanced.s.15,"Assist others in implementing basic device protection measures, such as antivirus software, screen locking, strong passwords and multi-factor authentication.",
digcomp.outcome.4.1.advanced.s.15.ai_label,digcomp.outcome.4.1.advanced.s.15.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.1.highly_advanced.a.16,digcomp.outcome.4.1.highly_advanced.a.16,Stay informed about digital technological and legislative developments in relation to cybersecurity.,
digcomp.outcome.4.1.highly_advanced.a.16.ai_label,digcomp.outcome.4.1.highly_advanced.a.16.ai_label,AI-Implicit,
digcomp.outcome.4.1.highly_advanced.s.17,digcomp.outcome.4.1.highly_advanced.s.17,Assess rights of individuals under relevant provisions of current cybersecurity legislation.,
digcomp.outcome.4.1.highly_advanced.s.17.ai_label,digcomp.outcome.4.1.highly_advanced.s.17.ai_label,AI-Implicit,
digcomp.outcome.4.1.highly_advanced.s.18,digcomp.outcome.4.1.highly_advanced.s.18,Lead or contribute to citizen-focused cybersecurity initiatives.,
digcomp.outcome.4.1.highly_advanced.s.18.ai_label,digcomp.outcome.4.1.highly_advanced.s.18.ai_label,AI-Implicit,
digcomp.outcome.4.1.highly_advanced.s.19,digcomp.outcome.4.1.highly_advanced.s.19,Support others to build their capabilities in protecting their devices and their contents against digital threats.,
digcomp.outcome.4.1.highly_advanced.s.19.ai_label,digcomp.outcome.4.1.highly_advanced.s.19.ai_label,AI-Implicit,
digcomp.outcome.4.2.basic.a.01,digcomp.outcome.4.2.basic.a.01,Acknowledge the importance of a cautious approach to the sharing of personal data in digital environments.,
digcomp.outcome.4.2.basic.a.01.ai_label,digcomp.outcome.4.2.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.k.02,digcomp.outcome.4.2.basic.k.02,Recognise that personal data is collected and generated through a large variety of digital sources and processes.,
digcomp.outcome.4.2.basic.k.02.ai_label,digcomp.outcome.4.2.basic.k.02.ai_label,AI-Implicit,
digcomp.outcome.4.2.basic.k.03,digcomp.outcome.4.2.basic.k.03,"Identify risks of sharing personal data in digital environments, including specific risks in relation to AI systems.",
digcomp.outcome.4.2.basic.k.03.ai_label,digcomp.outcome.4.2.basic.k.03.ai_label,AI-Explicit,
digcomp.outcome.4.2.basic.k.04,digcomp.outcome.4.2.basic.k.04,Recognise that individuals have a right to privacy and that their personal data is protected under legislation.,
digcomp.outcome.4.2.basic.k.04.ai_label,digcomp.outcome.4.2.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.4.2.basic.k.05,digcomp.outcome.4.2.basic.k.05,"Recognise that manipulative methods can be used to deceive individuals into providing access to personal data, accounts or other sensitive information.",
digcomp.outcome.4.2.basic.k.05.ai_label,digcomp.outcome.4.2.basic.k.05.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.k.06,digcomp.outcome.4.2.basic.k.06,Recognise signs of identity theft.,
digcomp.outcome.4.2.basic.k.06.ai_label,digcomp.outcome.4.2.basic.k.06.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.k.07,digcomp.outcome.4.2.basic.k.07,Recognise that users of platforms and services can request to block or flag information that has been shared inappropriately online.,
digcomp.outcome.4.2.basic.k.07.ai_label,digcomp.outcome.4.2.basic.k.07.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.s.08,digcomp.outcome.4.2.basic.s.08,Implement basic security measures for online payments and transactions.,
digcomp.outcome.4.2.basic.s.08.ai_label,digcomp.outcome.4.2.basic.s.08.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.s.09,digcomp.outcome.4.2.basic.s.09,Respond appropriately to signs of identity theft.,
digcomp.outcome.4.2.basic.s.09.ai_label,digcomp.outcome.4.2.basic.s.09.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.basic.s.10,digcomp.outcome.4.2.basic.s.10,Block or flag personal information that has been inappropriately shared online.,
digcomp.outcome.4.2.basic.s.10.ai_label,digcomp.outcome.4.2.basic.s.10.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.a.11,digcomp.outcome.4.2.intermediate.a.11,"Acknowledge the importance of careful handling of personal data of oneself and others, especially vulnerable individuals and children.",
digcomp.outcome.4.2.intermediate.a.11.ai_label,digcomp.outcome.4.2.intermediate.a.11.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.k.12,digcomp.outcome.4.2.intermediate.k.12,"Recognise key concepts of data protection and privacy legislation including privacy, anonymisation, pseudonymisation and data removal rights.",
digcomp.outcome.4.2.intermediate.k.12.ai_label,digcomp.outcome.4.2.intermediate.k.12.ai_label,AI-Implicit,
digcomp.outcome.4.2.intermediate.k.13,digcomp.outcome.4.2.intermediate.k.13,Identify the purpose of privacy statements.,
digcomp.outcome.4.2.intermediate.k.13.ai_label,digcomp.outcome.4.2.intermediate.k.13.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.k.14,digcomp.outcome.4.2.intermediate.k.14,"Define main privacy statement concepts such as data subject, retention period, data transfer, and automated decision-making system.",
digcomp.outcome.4.2.intermediate.k.14.ai_label,digcomp.outcome.4.2.intermediate.k.14.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.k.15,digcomp.outcome.4.2.intermediate.k.15,"Describe techniques related to social engineering in digital environments, such as phishing or baiting.",
digcomp.outcome.4.2.intermediate.k.15.ai_label,digcomp.outcome.4.2.intermediate.k.15.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.k.16,digcomp.outcome.4.2.intermediate.k.16,Define personal data breach under current data protection and privacy legislation.,
digcomp.outcome.4.2.intermediate.k.16.ai_label,digcomp.outcome.4.2.intermediate.k.16.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.2.intermediate.k.17,digcomp.outcome.4.2.intermediate.k.17,Recognise that regulation of personal data ownership in AI systems is complex.,
digcomp.outcome.4.2.intermediate.k.17.ai_label,digcomp.outcome.4.2.intermediate.k.17.ai_label,AI-Explicit,
digcomp.outcome.4.2.intermediate.k.18,digcomp.outcome.4.2.intermediate.k.18,"Describe privacy implications associated with the use of content shared online, such as to train AI systems.",
digcomp.outcome.4.2.intermediate.k.18.ai_label,digcomp.outcome.4.2.intermediate.k.18.ai_label,AI-Explicit,
digcomp.outcome.4.2.intermediate.k.19,digcomp.outcome.4.2.intermediate.k.19,Define main features and functions of privacy tools.,
digcomp.outcome.4.2.intermediate.k.19.ai_label,digcomp.outcome.4.2.intermediate.k.19.ai_label,AI-Implicit,
digcomp.outcome.4.2.intermediate.s.20,digcomp.outcome.4.2.intermediate.s.20,"Manage personal data and privacy across a variety of digital environments, including use of privacy tools.",
digcomp.outcome.4.2.intermediate.s.20.ai_label,digcomp.outcome.4.2.intermediate.s.20.ai_label,AI-Implicit,
digcomp.outcome.4.2.advanced.a.21,digcomp.outcome.4.2.advanced.a.21,Continually explore data ownership and privacy issues in relation to digital technological developments.,
digcomp.outcome.4.2.advanced.a.21.ai_label,digcomp.outcome.4.2.advanced.a.21.ai_label,AI-Implicit,
digcomp.outcome.4.2.advanced.s.22,digcomp.outcome.4.2.advanced.s.22,Support others to understand their rights under current data protection and privacy legislation.,
digcomp.outcome.4.2.advanced.s.22.ai_label,digcomp.outcome.4.2.advanced.s.22.ai_label,AI-Implicit,
digcomp.outcome.4.2.advanced.s.23,digcomp.outcome.4.2.advanced.s.23,Assist others to implement basic strategies to protect personal data and manage privacy in digital environments.,
digcomp.outcome.4.2.advanced.s.23.ai_label,digcomp.outcome.4.2.advanced.s.23.ai_label,AI-Implicit,
digcomp.outcome.4.2.highly_advanced.a.24,digcomp.outcome.4.2.highly_advanced.a.24,"Stay informed about digital technological and legislative developments in relation to personal data, data ownership and privacy.",
digcomp.outcome.4.2.highly_advanced.a.24.ai_label,digcomp.outcome.4.2.highly_advanced.a.24.ai_label,AI-Implicit,
digcomp.outcome.4.2.highly_advanced.s.25,digcomp.outcome.4.2.highly_advanced.s.25,Advise on policy or regulatory aspects of data protection and privacy in digital contexts.,
digcomp.outcome.4.2.highly_advanced.s.25.ai_label,digcomp.outcome.4.2.highly_advanced.s.25.ai_label,AI-Implicit,
digcomp.outcome.4.2.highly_advanced.s.26,digcomp.outcome.4.2.highly_advanced.s.26,Lead or contribute to the design of personal data protection strategies in digital contexts.,
digcomp.outcome.4.2.highly_advanced.s.26.ai_label,digcomp.outcome.4.2.highly_advanced.s.26.ai_label,AI-Implicit,
digcomp.outcome.4.3.basic.a.01,digcomp.outcome.4.3.basic.a.01,Acknowledge the benefits of balancing online and offline activities.,
digcomp.outcome.4.3.basic.a.01.ai_label,digcomp.outcome.4.3.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.basic.a.02,digcomp.outcome.4.3.basic.a.02,Acknowledge the importance of daily routines that minimise digital stress and promote social connection.,
digcomp.outcome.4.3.basic.a.02.ai_label,digcomp.outcome.4.3.basic.a.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.basic.k.03,digcomp.outcome.4.3.basic.k.03,"Identify main risks and benefits to physical, mental and social wellbeing in digital environments.",
digcomp.outcome.4.3.basic.k.03.ai_label,digcomp.outcome.4.3.basic.k.03.ai_label,AI-Implicit,
